Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2023-04-19 20:30:16,2023-04-20 21:46:27,UTC-07:00,2023-04-19 20:30:16,2023-04-20 04:35:03,59,14.4,361,484,261,25,75,123,617,80,80,75,false
2023-04-18 21:10:53,2023-04-19 20:30:16,UTC-07:00,2023-04-18 21:10:53,2023-04-19 06:50:59,67,14.1,423,580,259,74,90,157,632,75,75,68,false
2023-04-17 20:23:31,2023-04-18 21:10:53,UTC-07:00,2023-04-17 20:23:31,2023-04-18 04:34:47,69,14.3,406,491,289,39,78,85,591,46,84,58,false
2023-04-16 21:11:58,2023-04-17 20:23:31,UTC-07:00,2023-04-16 21:11:58,2023-04-17 06:50:19,85,14.5,499,578,247,97,155,79,586,90,86,57,false
2023-04-15 23:13:02,2023-04-16 21:11:58,UTC-07:00,2023-04-15 23:13:02,2023-04-16 08:25:34,63,14.1,344,552,234,41,69,208,544,82,64,45,false
2023-04-14 21:44:34,2023-04-15 23:13:02,UTC-07:00,2023-04-15 13:30:00,2023-04-15 15:15:00,11,15.8,65,105,34,0,31,40,609,82,75,,true
2023-04-14 21:44:34,2023-04-15 23:13:02,UTC-07:00,2023-04-14 21:44:34,2023-04-15 06:25:52,66,14.2,391,521,212,62,117,130,592,70,75,51,false
2023-04-13 23:15:00,2023-04-14 21:44:34,UTC-07:00,2023-04-13 23:15:00,2023-04-14 09:40:00,71,14.4,412,625,222,87,103,213,582,87,68,38,false
2023-04-12 20:30:27,2023-04-13 23:15:00,UTC-07:00,2023-04-13 08:11:20,2023-04-13 09:10:48,9,16.8,53,59,47,6,0,6,618,87,96,,true
2023-04-12 20:30:27,2023-04-13 23:15:00,UTC-07:00,2023-04-12 20:30:27,2023-04-13 04:34:55,64,14.2,361,484,190,51,120,123,565,48,79,80,false
2023-04-11 20:36:40,2023-04-12 20:30:27,UTC-07:00,2023-04-11 20:36:40,2023-04-12 06:50:48,80,14.0,488,614,367,70,51,126,611,55,79,75,false
2023-04-10 20:24:47,2023-04-11 20:36:40,UTC-07:00,2023-04-10 20:24:47,2023-04-11 04:32:40,77,14.2,422,487,314,49,59,65,548,21,86,77,false
2023-04-09 20:51:03,2023-04-10 20:24:47,UTC-07:00,2023-04-09 20:51:03,2023-04-10 06:50:41,93,13.8,521,599,275,100,146,78,561,70,89,65,false
2023-04-08 22:50:05,2023-04-09 20:51:03,UTC-07:00,2023-04-08 22:50:05,2023-04-09 08:41:46,71,13.6,425,591,265,64,96,166,602,55,73,53,false
2023-04-07 20:37:19,2023-04-08 22:50:05,UTC-07:00,2023-04-07 20:37:19,2023-04-08 06:21:32,77,14.4,444,584,229,95,120,140,578,48,76,76,false
2023-04-06 21:13:00,2023-04-07 20:37:19,UTC-07:00,2023-04-06 21:13:00,2023-04-07 06:51:00,80,13.9,443,578,346,49,48,135,554,18,78,72,false
2023-04-05 21:13:24,2023-04-06 21:13:00,UTC-07:00,2023-04-05 21:13:24,2023-04-06 06:50:40,94,14.9,441,577,214,71,156,136,469,65,79,50,false
2023-04-04 21:33:00,2023-04-05 21:13:24,UTC-07:00,2023-04-05 15:30:00,2023-04-05 17:50:00,16,15.0,88,140,80,0,8,52,557,65,81,,true
2023-04-04 21:33:00,2023-04-05 21:13:24,UTC-07:00,2023-04-04 21:33:00,2023-04-05 06:49:00,73,17.5,417,556,370,19,28,139,573,82,75,60,false
2023-04-03 21:11:09,2023-04-04 21:33:00,UTC-07:00,2023-04-04 08:08:00,2023-04-04 10:08:00,11,16.9,70,120,63,0,7,50,620,82,72,,true
2023-04-03 21:11:09,2023-04-04 21:33:00,UTC-07:00,2023-04-03 21:11:09,2023-04-04 04:37:47,66,14.4,382,446,245,72,65,64,576,17,86,65,false
2023-04-02 21:13:07,2023-04-03 21:11:09,UTC-07:00,2023-04-02 21:13:07,2023-04-03 06:49:19,93,14.5,458,576,182,104,172,118,490,0,83,50,false
2023-04-01 22:33:30,2023-04-02 21:13:07,UTC-07:00,2023-04-01 22:33:30,2023-04-02 10:20:30,100,14.6,522,707,293,110,119,185,489,0,79,55,false
2023-03-31 22:17:15,2023-04-01 22:33:30,UTC-07:00,2023-03-31 22:17:15,2023-04-01 08:00:30,100,14.6,431,583,343,38,50,152,432,9,78,75,false
2023-03-30 22:59:33,2023-03-31 22:17:15,UTC-07:00,2023-03-31 14:06:00,2023-03-31 15:30:00,14,14.8,67,84,67,0,0,17,499,9,96,,true
2023-03-30 22:59:33,2023-03-31 22:17:15,UTC-07:00,2023-03-30 22:59:33,2023-03-31 07:06:57,97,14.1,418,487,326,38,54,69,431,0,85,69,false
2023-03-29 23:10:02,2023-03-30 22:59:33,UTC-07:00,2023-03-30 14:02:00,2023-03-30 15:15:00,12,14.0,59,73,33,12,14,14,489,0,86,,true
2023-03-29 23:10:02,2023-03-30 22:59:33,UTC-07:00,2023-03-29 23:10:02,2023-03-30 07:32:15,100,13.9,404,502,295,36,73,98,402,0,80,62,false
2023-03-28 22:16:28,2023-03-29 23:10:02,UTC-07:00,2023-03-29 14:10:00,2023-03-29 15:50:00,18,14.0,88,100,69,0,19,12,489,0,100,,true
2023-03-28 22:16:28,2023-03-29 23:10:02,UTC-07:00,2023-03-28 22:16:28,2023-03-29 08:10:00,100,13.6,493,593,282,115,96,100,489,0,83,82,false
2023-03-27 22:30:48,2023-03-28 22:16:28,UTC-07:00,2023-03-27 22:30:48,2023-03-28 09:15:18,100,13.8,535,644,412,72,51,109,534,18,85,76,false
2023-03-26 23:19:28,2023-03-27 22:30:48,UTC-07:00,2023-03-26 23:19:28,2023-03-27 09:16:31,94,14.1,489,597,267,95,127,108,523,34,84,60,false
2023-03-25 23:00:24,2023-03-26 23:19:28,UTC-07:00,2023-03-25 23:00:24,2023-03-26 09:50:37,89,13.7,504,650,261,99,144,146,565,53,77,49,false
2023-03-24 20:07:59,2023-03-25 23:00:24,UTC-07:00,2023-03-24 20:07:59,2023-03-25 06:15:37,83,13.8,489,607,334,96,59,118,590,85,80,78,false
2023-03-23 22:25:05,2023-03-24 20:07:59,UTC-07:00,2023-03-23 22:25:05,2023-03-24 06:43:24,65,13.7,369,498,250,72,47,129,571,65,77,88,false
2023-03-22 21:32:19,2023-03-23 22:25:05,UTC-07:00,2023-03-22 21:32:19,2023-03-23 06:50:51,73,14.1,424,558,242,71,111,134,583,65,77,95,false
2023-03-21 21:45:05,2023-03-22 21:32:19,UTC-07:00,2023-03-21 21:45:05,2023-03-22 06:49:19,73,14.4,426,544,309,63,54,118,584,59,80,89,false
2023-03-20 21:15:46,2023-03-21 21:45:05,UTC-07:00,2023-03-20 21:15:46,2023-03-21 06:40:37,81,14.8,452,564,379,27,46,112,558,37,83,84,false
2023-03-19 21:30:04,2023-03-20 21:15:46,UTC-07:00,2023-03-19 21:30:04,2023-03-20 06:50:00,88,14.5,490,559,304,71,115,69,560,70,89,78,false
2023-03-18 21:22:23,2023-03-19 21:30:04,UTC-07:00,2023-03-18 21:22:23,2023-03-19 05:45:21,71,14.2,411,503,322,34,55,92,583,48,81,76,false
2023-03-17 21:10:54,2023-03-18 21:22:23,UTC-07:00,2023-03-17 21:10:54,2023-03-18 06:20:58,80,14.4,434,550,322,62,50,116,539,94,79,58,false
2023-03-16 22:37:29,2023-03-17 21:10:54,UTC-07:00,2023-03-17 16:10:00,2023-03-17 17:45:00,10,13.7,62,95,59,0,3,33,601,94,81,,true
2023-03-16 22:37:29,2023-03-17 21:10:54,UTC-07:00,2023-03-16 22:37:29,2023-03-17 04:43:05,61,14.3,335,365,293,18,24,30,552,43,91,86,false
2023-03-15 21:30:07,2023-03-16 22:37:29,UTC-07:00,2023-03-15 21:30:07,2023-03-16 06:50:42,82,15.0,474,560,428,27,19,84,576,48,86,77,false
2023-03-14 22:16:48,2023-03-15 21:30:07,UTC-07:00,2023-03-14 22:16:48,2023-03-15 06:50:12,80,14.3,417,513,373,0,44,96,524,0,85,78,false
2023-03-13 22:19:40,2023-03-14 22:16:48,UTC-07:00,2023-03-13 22:19:40,2023-03-14 06:59:10,100,15.2,423,519,388,28,7,96,425,138,82,84,false
2023-03-12 23:00:00,2023-03-13 22:19:40,UTC-07:00,2023-03-13 04:11:59,2023-03-13 08:16:23,33,14.4,208,244,204,0,4,36,627,138,86,,true
2023-03-12 23:00:00,2023-03-13 22:19:40,UTC-07:00,2023-03-12 23:00:00,2023-03-13 04:00:00,43,14.4,226,300,195,13,18,74,520,19,80,86,false
2023-03-11 22:02:47,2023-03-12 22:00:00,UTC-08:00,2023-03-11 22:02:47,2023-03-12 07:00:16,92,15.8,451,537,348,46,57,86,490,0,86,75,false
2023-03-10 21:45:27,2023-03-11 22:02:47,UTC-08:00,2023-03-10 21:45:27,2023-03-11 07:45:56,100,14.6,467,600,363,51,53,133,418,6,78,67,false
2023-03-09 21:09:12,2023-03-10 21:45:27,UTC-08:00,2023-03-10 18:24:28,2023-03-10 19:43:15,16,,79,79,79,0,0,0,496,6,100,,true
2023-03-09 21:09:12,2023-03-10 21:45:27,UTC-08:00,2023-03-09 21:09:12,2023-03-10 06:57:48,98,14.1,503,588,455,18,30,85,513,18,86,91,false
2023-03-08 20:30:53,2023-03-09 21:09:12,UTC-08:00,2023-03-08 20:30:53,2023-03-09 07:00:00,94,14.1,504,629,371,63,70,125,537,31,83,85,false
2023-03-07 21:00:21,2023-03-08 20:30:53,UTC-08:00,2023-03-07 21:00:21,2023-03-08 06:50:58,90,14.0,481,590,288,89,104,109,537,37,83,84,false
2023-03-06 21:00:41,2023-03-07 21:00:21,UTC-08:00,2023-03-06 21:00:41,2023-03-07 06:50:41,88,13.8,470,590,332,46,92,120,532,21,82,78,false
2023-03-05 20:45:12,2023-03-06 21:00:41,UTC-08:00,2023-03-05 20:45:12,2023-03-06 06:50:11,93,14.1,503,604,308,77,118,101,539,48,85,58,false
2023-03-04 23:20:06,2023-03-05 20:45:12,UTC-08:00,2023-03-04 23:20:06,2023-03-05 09:03:20,80,14.0,449,583,217,85,147,134,563,53,79,,false
2023-03-03 21:05:30,2023-03-04 23:20:06,UTC-08:00,2023-03-03 21:05:30,2023-03-04 06:15:08,83,14.3,459,549,301,85,73,90,553,51,86,,false
2023-03-02 21:50:20,2023-03-03 21:05:30,UTC-08:00,2023-03-02 21:50:20,2023-03-03 06:50:50,79,13.9,417,540,329,38,50,123,528,0,80,,false
